"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Sample_name","Cell_type","Center.Name","chip_antibody","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","GEO_Accession..exp.","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","passages","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","strain","bed_id","bw_id","new_bw_id","new_bed_id"
"1","SRR1521788","ChIP-Seq",60,386031540,"PRJNA255796","SAMN02929018",176119844,"H3K27Ac_LT_HSC_1","Long Term Hematopoietic Stem Cell (LT-HSC)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US","SRX658374","GSM1441269","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441269","Long Term Hematopoietic Stem Cell (LT-HSC)","SRP044685","C57BL/6","SRR1521788_1_trimm_peaks.broadPeak","SRR1521788_1_trimm.bw","H3K27Ac_LT_HSC_1.bw","H3K27Ac_LT_HSC_1.broadPeak"
"2","SRR1521789","ChIP-Seq",60,385505160,"PRJNA255796","SAMN02929018",175066236,"H3K27Ac_LT_HSC_2","Long Term Hematopoietic Stem Cell (LT-HSC)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658374","GSM1441269","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441269","Long Term Hematopoietic Stem Cell (LT-HSC)","SRP044685","C57BL/6","SRR1521789_1_trimm_peaks.broadPeak","SRR1521789_1_trimm.bw","H3K27Ac_LT_HSC_2.bw","H3K27Ac_LT_HSC_2.broadPeak"
"3","SRR1521790","ChIP-Seq",60,336495360,"PRJNA255796","SAMN02929019",156576050,"H3K27Ac_ST_HSC_1","Short Term Hematopoietic Stem Cell (ST-HSC)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658375","GSM1441270","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441270","Short Term Hematopoietic Stem Cell (ST-HSC)","SRP044685","C57BL/6","SRR1521790_1_trimm_peaks.broadPeak","SRR1521790_1_trimm.bw","H3K27Ac_ST_HSC_1.bw","H3K27Ac_ST_HSC_1.broadPeak"
"4","SRR1521791","ChIP-Seq",60,308827320,"PRJNA255796","SAMN02929019",144097521,"H3K27Ac_ST_HSC_2","Short Term Hematopoietic Stem Cell (ST-HSC)","GEO","H3K27Ac","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658375","GSM1441270","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441270","Short Term Hematopoietic Stem Cell (ST-HSC)","SRP044685","C57BL/6","SRR1521791_1_trimm_peaks.broadPeak","SRR1521791_1_trimm.bw","H3K27Ac_ST_HSC_2.bw","H3K27Ac_ST_HSC_2.broadPeak"
"5","SRR1521792","ChIP-Seq",60,272530260,"PRJNA255796","SAMN02929020",126923006,"H3K27Ac_MPP_1","Multipotent Progenitor (MPP)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658376","GSM1441271","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441271","Multipotent Progenitor (MPP)","SRP044685","C57BL/6","SRR1521792_1_trimm_peaks.broadPeak","SRR1521792_1_trimm.bw","H3K27Ac_MPP_1.bw","H3K27Ac_MPP_1.broadPeak"
"6","SRR1521793","ChIP-Seq",60,251825580,"PRJNA255796","SAMN02929020",117079999,"H3K27Ac_MPP_2","Multipotent Progenitor (MPP)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US","SRX658376","GSM1441271","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441271","Multipotent Progenitor (MPP)","SRP044685","C57BL/6","SRR1521793_1_trimm_peaks.broadPeak","SRR1521793_1_trimm.bw","H3K27Ac_MPP_2.bw","H3K27Ac_MPP_2.broadPeak"
"7","SRR1521794","ChIP-Seq",60,362593200,"PRJNA255796","SAMN02929021",168423424,"H3K27Ac_CMP_1","Common Myeloid Progenitor (CMP)","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658377","GSM1441272","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441272","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521794_1_trimm_peaks.broadPeak","SRR1521794_1_trimm.bw","H3K27Ac_CMP_1.bw","H3K27Ac_CMP_1.broadPeak"
"8","SRR1521795","ChIP-Seq",60,335164920,"PRJNA255796","SAMN02929021",155826286,"H3K27Ac_CMP_2","Common Myeloid Progenitor (CMP)","GEO","H3K27Ac","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658377","GSM1441272","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441272","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521795_1_trimm_peaks.broadPeak","SRR1521795_1_trimm.bw","H3K27Ac_CMP_2.bw","H3K27Ac_CMP_2.broadPeak"
"9","SRR1521796","ChIP-Seq",60,383799360,"PRJNA255796","SAMN02929021",178354742,"H3K27Ac_CMP_3","Common Myeloid Progenitor (CMP)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658377","GSM1441272","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441272","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521796_1_trimm_peaks.broadPeak","SRR1521796_1_trimm.bw","H3K27Ac_CMP_3.bw","H3K27Ac_CMP_3.broadPeak"
"10","SRR1521797","ChIP-Seq",60,760817100,"PRJNA255796","SAMN02929021",346357805,"H3K27Ac_CMP_4","Common Myeloid Progenitor (CMP)","GEO","H3K27Ac","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658377","GSM1441272","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441272","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521797_1_trimm_peaks.broadPeak","SRR1521797_1_trimm.bw","H3K27Ac_CMP_4.bw","H3K27Ac_CMP_4.broadPeak"
"11","SRR1521798","ChIP-Seq",60,634079040,"PRJNA255796","SAMN02929022",296135772,"H3K27Ac_GMP_1","Granulocyte Monocyte Progenitor (GMP)","GEO","H3K27Ac","public","sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1","SRX658378","GSM1441273","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441273","Granulocyte Monocyte Progenitor (GMP)","SRP044685","C57BL/6","SRR1521798_1_trimm_peaks.broadPeak","SRR1521798_1_trimm.bw","H3K27Ac_GMP_1.bw","H3K27Ac_GMP_1.broadPeak"
"12","SRR1521799","ChIP-Seq",60,648897960,"PRJNA255796","SAMN02929022",302146702,"H3K27Ac_GMP_2","Granulocyte Monocyte Progenitor (GMP)","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658378","GSM1441273","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441273","Granulocyte Monocyte Progenitor (GMP)","SRP044685","C57BL/6","SRR1521799_1_trimm_peaks.broadPeak","SRR1521799_1_trimm.bw","H3K27Ac_GMP_2.bw","H3K27Ac_GMP_2.broadPeak"
"13","SRR1521800","ChIP-Seq",60,415969380,"PRJNA255796","SAMN02929023",193247852,"H3K27Ac_MEP_1","Megakaryocitic erythroyd progenitor (MEP)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658379","GSM1441274","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441274","Megakaryocitic erythroyd progenitor (MEP)","SRP044685","C57BL/6","SRR1521800_1_trimm_peaks.broadPeak","SRR1521800_1_trimm.bw","H3K27Ac_MEP_1.bw","H3K27Ac_MEP_1.broadPeak"
"14","SRR1521801","ChIP-Seq",60,391261620,"PRJNA255796","SAMN02929024",180899339,"H3K27Ac_EryA_1","Erythrocytes A (Ery A)","GEO","H3K27Ac","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658380","GSM1441275","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441275","Erythrocytes A (Ery A)","SRP044685","C57BL/6","SRR1521801_1_trimm_peaks.broadPeak","SRR1521801_1_trimm.bw","H3K27Ac_EryA_1.bw","H3K27Ac_EryA_1.broadPeak"
"15","SRR1521802","ChIP-Seq",60,246891480,"PRJNA255796","SAMN02929024",114651460,"H3K27Ac_EryA_2","Erythrocytes A (Ery A)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658380","GSM1441275","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441275","Erythrocytes A (Ery A)","SRP044685","C57BL/6","SRR1521802_1_trimm_peaks.broadPeak","SRR1521802_1_trimm.bw","H3K27Ac_EryA_2.bw","H3K27Ac_EryA_2.broadPeak"
"16","SRR1521803","ChIP-Seq",60,518845320,"PRJNA255796","SAMN02929025",240076189,"H3K27Ac_EryB_1","Erythrocytes B (Ery B)","GEO","H3K27Ac","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658381","GSM1441276","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441276","Erythrocytes B (Ery B)","SRP044685","C57BL/6","SRR1521803_1_trimm_peaks.broadPeak","SRR1521803_1_trimm.bw","H3K27Ac_EryB_1.bw","H3K27Ac_EryB_1.broadPeak"
"17","SRR1521804","ChIP-Seq",60,606784980,"PRJNA255796","SAMN02929025",280663374,"H3K27Ac_EryB_2","Erythrocytes B (Ery B)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658381","GSM1441276","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441276","Erythrocytes B (Ery B)","SRP044685","C57BL/6","SRR1521804_1_trimm_peaks.broadPeak","SRR1521804_1_trimm.bw","H3K27Ac_EryB_2.bw","H3K27Ac_EryB_2.broadPeak"
"18","SRR1521805","ChIP-Seq",60,352255200,"PRJNA255796","SAMN02929026",163829664,"H3K27Ac_Granulocytes_1","Granulocytes","GEO","H3K27Ac","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658382","GSM1441277","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441277","Granulocytes","SRP044685","C57BL/6","SRR1521805_1_trimm_peaks.broadPeak","SRR1521805_1_trimm.bw","H3K27Ac_Granulocytes_1.bw","H3K27Ac_Granulocytes_1.broadPeak"
"19","SRR1521806","ChIP-Seq",60,440600880,"PRJNA255796","SAMN02929026",205293885,"H3K27Ac_Granulocytes_2","Granulocytes","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658382","GSM1441277","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441277","Granulocytes","SRP044685","C57BL/6","SRR1521806_1_trimm_peaks.broadPeak","SRR1521806_1_trimm.bw","H3K27Ac_Granulocytes_2.bw","H3K27Ac_Granulocytes_2.broadPeak"
"20","SRR1521807","ChIP-Seq",60,422217420,"PRJNA255796","SAMN02929027",191699855,"H3K27Ac_Monocytes_1","Monocytes","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658383","GSM1441278","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441278","Monocytes","SRP044685","C57BL/6","SRR1521807_1_trimm_peaks.broadPeak","SRR1521807_1_trimm.bw","H3K27Ac_Monocytes_1.bw","H3K27Ac_Monocytes_1.broadPeak"
"21","SRR1521808","ChIP-Seq",60,633724440,"PRJNA255796","SAMN02929027",287027430,"H3K27Ac_Monocytes_2","Monocytes","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658383","GSM1441278","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441278","Monocytes","SRP044685","C57BL/6","SRR1521808_1_trimm_peaks.broadPeak","SRR1521808_1_trimm.bw","H3K27Ac_Monocytes_2.bw","H3K27Ac_Monocytes_2.broadPeak"
"22","SRR1521809","ChIP-Seq",60,599285460,"PRJNA255796","SAMN02929027",271172306,"H3K27Ac_Monocytes_3","Monocytes","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658383","GSM1441278","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441278","Monocytes","SRP044685","C57BL/6","SRR1521809_1_trimm_peaks.broadPeak","SRR1521809_1_trimm.bw","H3K27Ac_Monocytes_3.bw","H3K27Ac_Monocytes_3.broadPeak"
"23","SRR1521810","ChIP-Seq",60,646490640,"PRJNA255796","SAMN02929027",293771469,"H3K27Ac_Monocytes_4","Monocytes","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658383","GSM1441278","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441278","Monocytes","SRP044685","C57BL/6","SRR1521810_1_trimm_peaks.broadPeak","SRR1521810_1_trimm.bw","H3K27Ac_Monocytes_4.bw","H3K27Ac_Monocytes_4.broadPeak"
"24","SRR1521811","ChIP-Seq",60,383535240,"PRJNA255796","SAMN02929028",178725152,"H3K27Ac_Macrophage_1","Bone Marrow Macrophages","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658384","GSM1441279","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441279","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521811_1_trimm_peaks.broadPeak","SRR1521811_1_trimm.bw","H3K27Ac_Macrophage_1.bw","H3K27Ac_Macrophage_1.broadPeak"
"25","SRR1521812","ChIP-Seq",60,301988940,"PRJNA255796","SAMN02929028",140259980,"H3K27Ac_Macrophage_2","Bone Marrow Macrophages","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658384","GSM1441279","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441279","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521812_1_trimm_peaks.broadPeak","SRR1521812_1_trimm.bw","H3K27Ac_Macrophage_2.bw","H3K27Ac_Macrophage_2.broadPeak"
"26","SRR1521813","ChIP-Seq",60,843398640,"PRJNA255796","SAMN02929028",382341988,"H3K27Ac_Macrophage_3","Bone Marrow Macrophages","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658384","GSM1441279","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441279","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521813_1_trimm_peaks.broadPeak","SRR1521813_1_trimm.bw","H3K27Ac_Macrophage_3.bw","H3K27Ac_Macrophage_3.broadPeak"
"27","SRR1521814","ChIP-Seq",60,789318000,"PRJNA255796","SAMN02929028",358431682,"H3K27Ac_Macrophage_4","Bone Marrow Macrophages","GEO","H3K27Ac","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658384","GSM1441279","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441279","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521814_1_trimm_peaks.broadPeak","SRR1521814_1_trimm.bw","H3K27Ac_Macrophage_4.bw","H3K27Ac_Macrophage_4.broadPeak"
"28","SRR1521815","ChIP-Seq",60,262573200,"PRJNA255796","SAMN02929029",121777474,"H3K27Ac_B_cell_1","B cells","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658385","GSM1441280","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441280","B cells","SRP044685","C57BL/6","SRR1521815_1_trimm_peaks.broadPeak","SRR1521815_1_trimm.bw","H3K27Ac_B_cell_1.bw","H3K27Ac_B_cell_1.broadPeak"
"29","SRR1521816","ChIP-Seq",60,275614200,"PRJNA255796","SAMN02929029",127877227,"H3K27Ac_B_cell_2","B cells","GEO","H3K27Ac","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658385","GSM1441280","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441280","B cells","SRP044685","C57BL/6","SRR1521816_1_trimm_peaks.broadPeak","SRR1521816_1_trimm.bw","H3K27Ac_B_cell_2.bw","H3K27Ac_B_cell_2.broadPeak"
"30","SRR1521817","ChIP-Seq",60,947646600,"PRJNA255796","SAMN02929030",419248899,"H3K27Ac_CD4T_1","T CD4+ cells","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658386","GSM1441281","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441281","T CD4+ cells","SRP044685","C57BL/6","SRR1521817_1_trimm_peaks.broadPeak","SRR1521817_1_trimm.bw","H3K27Ac_CD4T_1.bw","H3K27Ac_CD4T_1.broadPeak"
"31","SRR1521818","ChIP-Seq",60,1714261020,"PRJNA255796","SAMN02929030",751938210,"H3K27Ac_CD4T_2","T CD4+ cells","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658386","GSM1441281","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441281","T CD4+ cells","SRP044685","C57BL/6","SRR1521818_1_trimm_peaks.broadPeak","SRR1521818_1_trimm.bw","H3K27Ac_CD4T_2.bw","H3K27Ac_CD4T_2.broadPeak"
"32","SRR1521819","ChIP-Seq",60,486122460,"PRJNA255796","SAMN02929031",214571790,"H3K27Ac_CD8T_1","T CD8+ cells","GEO","H3K27Ac","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658387","GSM1441282","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441282","T CD8+ cells","SRP044685","C57BL/6","SRR1521819_1_trimm_peaks.broadPeak","SRR1521819_1_trimm.bw","H3K27Ac_CD8T_1.bw","H3K27Ac_CD8T_1.broadPeak"
"33","SRR1521820","ChIP-Seq",60,1101373560,"PRJNA255796","SAMN02929031",485599821,"H3K27Ac_CD8T_2","T CD8+ cells","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658387","GSM1441282","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441282","T CD8+ cells","SRP044685","C57BL/6","SRR1521820_1_trimm_peaks.broadPeak","SRR1521820_1_trimm.bw","H3K27Ac_CD8T_2.bw","H3K27Ac_CD8T_2.broadPeak"
"34","SRR1521821","ChIP-Seq",60,161312700,"PRJNA255796","SAMN02929032",75779768,"H3K27Ac_NK_1","NK Cells","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658388","GSM1441283","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441283","NK Cells","SRP044685","C57BL/6","SRR1521821_1_trimm_peaks.broadPeak","SRR1521821_1_trimm.bw","H3K27Ac_NK_1.bw","H3K27Ac_NK_1.broadPeak"
"35","SRR1521822","ChIP-Seq",60,132298620,"PRJNA255796","SAMN02929032",62112173,"H3K27Ac_NK_2","NK Cells","GEO","H3K27Ac","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658388","GSM1441283","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441283","NK Cells","SRP044685","C57BL/6","SRR1521822_1_trimm_peaks.broadPeak","SRR1521822_1_trimm.bw","H3K27Ac_NK_2.bw","H3K27Ac_NK_2.broadPeak"
"36","SRR1521823","ChIP-Seq",60,396853080,"PRJNA255796","SAMN02929033",184101727,"H3K27Ac_CLP_1","Common Lymphoid Progenitor (CLP)","GEO","H3K27Ac","public","sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US","SRX658389","GSM1441284","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441284","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521823_1_trimm_peaks.broadPeak","SRR1521823_1_trimm.bw","H3K27Ac_CLP_1.bw","H3K27Ac_CLP_1.broadPeak"
"37","SRR1521824","ChIP-Seq",60,358990920,"PRJNA255796","SAMN02929033",166332681,"H3K27Ac_CLP_2","Common Lymphoid Progenitor (CLP)","GEO","H3K27Ac","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658389","GSM1441284","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441284","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521824_1_trimm_peaks.broadPeak","SRR1521824_1_trimm.bw","H3K27Ac_CLP_2.bw","H3K27Ac_CLP_2.broadPeak"
"38","SRR1521825","ChIP-Seq",60,640144920,"PRJNA255796","SAMN02929033",291743093,"H3K27Ac_CLP_3","Common Lymphoid Progenitor (CLP)","GEO","H3K27Ac","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658389","GSM1441284","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441284","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521825_1_trimm_peaks.broadPeak","SRR1521825_1_trimm.bw","H3K27Ac_CLP_3.bw","H3K27Ac_CLP_3.broadPeak"
